age,job,marital,education,housing,loan,deposit
36,blue-collar,married,secondary,no,no,no
40,blue-collar,married,secondary,no,yes,no
50,blue-collar,married,primary,no,no,no
31,management,married,tertiary,yes,no,no
33,services,divorced,secondary,yes,no,no
57,technician,married,secondary,yes,no,no
32,services,single,tertiary,yes,no,no
52,blue-collar,married,primary,no,no,no
30,admin.,single,secondary,no,no,no
40,admin.,married,secondary,yes,no,no
50,admin.,married,secondary,yes,no,no
32,management,married,tertiary,no,no,no
36,admin.,single,secondary,no,no,no
60,admin.,married,secondary,yes,no,no
48,services,married,secondary,no,no,no
72,retired,married,primary,no,no,no
46,blue-collar,married,secondary,yes,no,no
45,blue-collar,married,primary,yes,no,no
50,admin.,married,secondary,yes,no,no
29,management,married,tertiary,yes,no,no
40,management,single,unknown,yes,no,no
49,technician,married,secondary,no,no,no
42,services,married,secondary,yes,no,no
43,technician,married,secondary,no,no,no
36,admin.,married,secondary,yes,yes,no
37,technician,married,primary,yes,no,no
59,retired,divorced,primary,yes,no,no
75,retired,married,primary,no,no,no
53,management,married,secondary,yes,no,no
53,management,married,tertiary,yes,no,no
57,retired,married,tertiary,no,no,no
30,technician,married,secondary,yes,no,no
44,services,married,secondary,yes,no,no
51,blue-collar,married,primary,no,no,no
30,blue-collar,married,secondary,yes,no,no
42,blue-collar,married,secondary,yes,no,no
48,blue-collar,married,secondary,no,no,no
40,unemployed,married,tertiary,no,no,no
36,technician,married,secondary,yes,no,no
40,admin.,married,secondary,no,no,no
47,housemaid,married,secondary,yes,no,no
39,management,married,tertiary,no,no,no
41,services,married,unknown,yes,no,no
42,housemaid,married,primary,no,yes,no
50,housemaid,single,secondary,no,no,no
58,retired,married,tertiary,no,yes,no
70,retired,married,secondary,no,no,no
29,management,single,tertiary,yes,yes,no
56,management,married,tertiary,yes,no,no
32,self-employed,married,tertiary,no,no,no
39,technician,single,unknown,no,no,no
33,management,divorced,tertiary,no,no,no
47,technician,married,secondary,yes,no,no
39,blue-collar,divorced,primary,no,yes,no
34,technician,married,secondary,no,no,no
36,blue-collar,married,primary,no,no,no
40,blue-collar,married,primary,yes,yes,no
34,technician,married,primary,no,no,no
54,blue-collar,married,primary,yes,no,no
36,management,married,tertiary,yes,no,no
34,blue-collar,married,primary,yes,no,no
50,admin.,divorced,secondary,yes,no,no
48,technician,divorced,tertiary,no,yes,no
35,services,married,tertiary,no,no,no
33,services,married,secondary,yes,no,no
42,technician,married,secondary,yes,no,no
31,technician,single,secondary,no,no,no
54,blue-collar,married,primary,no,no,no
55,management,married,primary,yes,no,no
30,management,single,tertiary,yes,no,no
30,services,married,secondary,yes,no,no
59,management,divorced,tertiary,no,no,no
50,admin.,single,secondary,no,no,no
59,retired,married,secondary,no,no,no
27,services,single,secondary,no,no,no
25,management,single,tertiary,yes,no,no
37,admin.,married,secondary,yes,no,no
36,technician,married,secondary,yes,no,no
56,retired,married,primary,no,yes,no
52,management,married,tertiary,no,no,no
36,services,divorced,secondary,yes,yes,no
30,technician,married,secondary,yes,no,no
31,management,single,tertiary,yes,no,no
55,retired,married,secondary,yes,no,no
28,admin.,single,secondary,no,yes,no
44,management,single,secondary,no,yes,no
28,blue-collar,single,secondary,yes,no,no
25,technician,single,tertiary,yes,no,no
39,admin.,divorced,secondary,no,yes,no
32,management,married,secondary,yes,no,no
42,blue-collar,married,secondary,yes,yes,no
31,blue-collar,single,secondary,yes,no,no
38,technician,divorced,secondary,yes,yes,no
30,admin.,married,secondary,no,no,no
50,technician,married,secondary,no,no,no
50,management,married,tertiary,no,yes,no
47,unemployed,married,secondary,no,no,no
29,blue-collar,married,secondary,yes,no,no
34,entrepreneur,married,secondary,yes,no,no
54,management,married,tertiary,yes,no,no
43,admin.,married,secondary,no,no,no
47,blue-collar,married,primary,no,no,no
55,retired,married,secondary,yes,no,no
35,services,married,secondary,yes,no,no
32,blue-collar,married,secondary,yes,no,no
49,blue-collar,married,primary,no,yes,no
39,management,single,tertiary,no,no,no
32,technician,married,secondary,yes,no,no
49,blue-collar,married,primary,no,yes,no
32,blue-collar,single,primary,yes,no,no
47,management,married,tertiary,no,yes,no
42,blue-collar,single,primary,no,no,no
52,admin.,married,primary,no,yes,no
31,technician,single,secondary,yes,no,no
52,blue-collar,divorced,primary,yes,no,no
38,management,married,tertiary,no,no,no
53,blue-collar,married,secondary,yes,no,no
40,technician,married,tertiary,yes,no,no
31,admin.,married,secondary,no,no,no
53,technician,married,unknown,no,no,no
46,blue-collar,married,secondary,no,no,no
49,admin.,married,secondary,no,no,no
34,technician,single,secondary,yes,no,no
63,entrepreneur,married,tertiary,no,no,no
41,technician,married,secondary,no,no,no
55,blue-collar,married,primary,yes,no,no
29,entrepreneur,single,tertiary,yes,no,no
47,blue-collar,married,secondary,no,no,no
37,blue-collar,married,primary,yes,no,no
38,technician,single,secondary,yes,no,no
29,technician,single,secondary,yes,no,no
41,management,married,primary,yes,no,no
53,technician,married,secondary,yes,no,no
40,retired,single,secondary,no,no,no
56,services,divorced,secondary,yes,yes,no
34,management,single,tertiary,yes,no,no
28,management,single,tertiary,no,no,no
41,self-employed,married,unknown,yes,no,no
32,unemployed,married,unknown,no,no,no
51,blue-collar,married,secondary,yes,no,no
33,blue-collar,married,secondary,no,yes,no
34,blue-collar,single,secondary,yes,no,no
26,unemployed,married,secondary,yes,no,no
31,technician,married,secondary,yes,no,no
39,entrepreneur,married,secondary,no,no,no
50,management,married,tertiary,no,no,no
33,services,married,secondary,no,yes,no
44,technician,married,tertiary,no,no,no
38,blue-collar,married,secondary,no,no,no
33,blue-collar,married,secondary,yes,no,no
32,blue-collar,single,secondary,yes,no,no
33,management,single,tertiary,no,no,no
55,technician,married,unknown,yes,yes,no
27,blue-collar,married,secondary,yes,yes,no
39,management,divorced,tertiary,yes,no,no
21,services,single,secondary,no,no,no
57,blue-collar,married,unknown,yes,no,no
29,self-employed,married,tertiary,no,no,no
45,admin.,single,secondary,yes,no,no
46,management,single,tertiary,no,no,no
47,admin.,married,secondary,no,yes,no
44,blue-collar,single,primary,no,yes,no
43,self-employed,single,primary,yes,yes,no
44,management,married,tertiary,no,no,no
52,retired,married,primary,no,no,no
33,technician,divorced,secondary,yes,no,no
27,technician,married,tertiary,yes,yes,no
43,management,divorced,tertiary,no,no,no
29,admin.,married,secondary,yes,no,no
43,management,married,tertiary,yes,yes,no
34,blue-collar,married,tertiary,no,no,no
30,management,single,tertiary,no,no,no
56,management,married,tertiary,no,no,no
46,admin.,divorced,secondary,no,no,no
42,technician,married,secondary,no,no,no
51,blue-collar,married,primary,yes,no,no
30,blue-collar,married,secondary,yes,no,no
41,management,married,tertiary,yes,no,no
57,retired,married,tertiary,no,yes,no
36,blue-collar,married,secondary,yes,yes,no
47,blue-collar,single,unknown,no,no,no
37,admin.,divorced,secondary,yes,no,no
33,technician,married,secondary,yes,no,no
49,management,divorced,tertiary,yes,no,no
34,management,married,tertiary,no,no,no
54,blue-collar,married,primary,yes,no,no
39,blue-collar,married,primary,no,no,no
58,retired,single,primary,no,no,no
36,blue-collar,married,secondary,yes,yes,no
46,management,married,tertiary,yes,no,no
31,admin.,married,secondary,yes,no,no
31,technician,single,secondary,no,no,no
50,blue-collar,divorced,secondary,yes,yes,no
40,management,married,secondary,yes,no,no
47,blue-collar,married,primary,yes,no,no
26,management,single,tertiary,no,no,no
29,technician,single,secondary,yes,no,no
38,management,married,tertiary,no,no,no
57,services,married,secondary,yes,no,no
47,blue-collar,married,primary,no,no,no
56,blue-collar,married,unknown,yes,no,no
37,entrepreneur,married,tertiary,no,no,no
66,management,married,unknown,yes,no,no
49,unemployed,married,secondary,no,no,no
31,unknown,married,tertiary,no,no,no
30,management,single,tertiary,yes,no,no
42,blue-collar,divorced,primary,yes,yes,no
55,technician,married,secondary,yes,yes,no
33,admin.,single,secondary,no,no,no
33,management,married,tertiary,yes,yes,no
43,blue-collar,married,secondary,yes,yes,no
32,unemployed,married,secondary,yes,no,no
42,blue-collar,married,primary,yes,no,no
53,entrepreneur,single,unknown,no,no,no
42,management,married,tertiary,no,no,no
37,admin.,married,secondary,yes,no,no
31,services,married,secondary,yes,no,no
57,admin.,divorced,secondary,no,yes,no
33,admin.,married,secondary,no,yes,no
57,management,married,tertiary,yes,no,no
30,technician,divorced,secondary,yes,no,no
31,management,married,tertiary,yes,yes,no
33,technician,married,secondary,no,no,no
33,blue-collar,married,primary,yes,no,no
53,management,married,tertiary,yes,no,no
38,blue-collar,divorced,secondary,yes,no,no
60,blue-collar,married,primary,no,no,no
36,technician,single,secondary,no,no,no
27,services,single,secondary,yes,no,no
32,entrepreneur,single,tertiary,yes,yes,no
45,blue-collar,married,primary,yes,no,no
28,management,single,tertiary,yes,no,no
57,retired,married,primary,no,no,no
37,self-employed,married,secondary,yes,no,no
47,management,married,tertiary,no,no,no
35,management,married,secondary,yes,no,no
32,blue-collar,divorced,secondary,yes,yes,no
41,admin.,single,secondary,yes,no,no
35,technician,married,tertiary,yes,no,no
26,technician,single,secondary,no,yes,no
47,technician,divorced,tertiary,yes,no,no
36,blue-collar,married,secondary,yes,no,no
46,management,married,tertiary,yes,yes,no
30,management,single,tertiary,no,no,no
44,blue-collar,married,secondary,yes,no,no
47,technician,divorced,secondary,no,yes,no
49,blue-collar,married,secondary,yes,yes,no
55,technician,married,tertiary,no,no,no
56,blue-collar,married,unknown,yes,yes,no
28,services,married,secondary,yes,no,no
34,admin.,divorced,secondary,yes,no,no
55,management,married,tertiary,no,no,no
27,student,single,unknown,no,no,no
38,management,divorced,tertiary,yes,no,no
43,services,married,secondary,yes,no,no
55,management,divorced,tertiary,no,no,no
30,blue-collar,married,primary,yes,no,no
48,blue-collar,married,primary,no,no,no
30,blue-collar,married,secondary,yes,no,no
58,housemaid,married,primary,no,no,no
39,unknown,single,unknown,no,no,no
35,technician,single,secondary,yes,no,no
41,blue-collar,married,secondary,no,no,no
32,technician,married,tertiary,yes,yes,no
48,technician,married,secondary,yes,no,no
76,retired,married,unknown,no,no,no
43,management,married,tertiary,yes,no,no
46,unknown,married,tertiary,no,no,no
59,retired,married,unknown,no,no,no
29,management,single,tertiary,yes,no,no
31,technician,married,secondary,no,yes,no
36,admin.,married,secondary,yes,no,no
46,self-employed,single,primary,no,no,no
37,management,married,tertiary,no,yes,no
48,technician,married,secondary,yes,no,no
31,management,single,tertiary,yes,no,no
39,blue-collar,divorced,secondary,no,no,no
39,management,single,unknown,yes,no,no
39,housemaid,married,secondary,no,no,no
55,management,married,tertiary,yes,no,no
54,retired,married,secondary,no,yes,no
32,housemaid,married,secondary,no,no,no
37,blue-collar,married,secondary,yes,no,no
36,services,married,secondary,yes,no,no
60,retired,married,secondary,no,no,no
25,services,single,secondary,no,no,no
50,management,married,tertiary,no,no,no
59,retired,married,secondary,yes,no,no
58,unemployed,married,secondary,yes,no,no
49,technician,single,tertiary,no,no,no
47,technician,married,secondary,yes,yes,no
38,services,married,primary,yes,no,no
32,management,single,tertiary,no,no,no
40,blue-collar,single,unknown,no,no,no
50,technician,married,secondary,yes,yes,no
35,management,single,tertiary,no,yes,no
47,admin.,married,secondary,yes,no,no
27,admin.,single,secondary,no,yes,no
48,housemaid,single,secondary,no,no,no
40,blue-collar,married,primary,yes,no,no
35,self-employed,married,secondary,no,no,no
39,housemaid,married,primary,no,no,no
34,blue-collar,married,secondary,no,no,no
36,admin.,single,secondary,no,no,no
56,blue-collar,divorced,primary,no,no,no
30,technician,married,tertiary,no,no,no
51,blue-collar,married,secondary,no,no,no
41,blue-collar,married,secondary,no,no,no
35,admin.,married,secondary,yes,yes,no
53,management,married,tertiary,yes,no,no
25,blue-collar,single,primary,yes,no,no
34,management,single,tertiary,yes,no,no
29,services,single,secondary,no,yes,no
33,services,married,secondary,yes,no,no
43,admin.,married,secondary,yes,no,no
47,blue-collar,married,primary,yes,no,no
35,admin.,single,secondary,yes,no,no
49,entrepreneur,married,secondary,yes,no,no
41,services,married,primary,yes,no,no
49,services,married,unknown,yes,no,no
44,blue-collar,married,secondary,no,no,no
32,services,single,secondary,yes,no,no
27,self-employed,single,tertiary,yes,no,no
53,technician,married,secondary,no,no,no
55,admin.,married,secondary,yes,no,no
60,retired,married,secondary,no,yes,no
27,management,single,secondary,yes,no,no
58,self-employed,married,tertiary,no,yes,no
42,blue-collar,married,secondary,yes,no,no
31,services,married,secondary,yes,yes,no
30,management,single,tertiary,yes,no,no
32,management,single,tertiary,yes,no,no
56,self-employed,married,secondary,no,yes,no
57,retired,divorced,secondary,no,no,no
57,management,married,tertiary,yes,no,no
39,technician,married,secondary,no,no,no
37,blue-collar,married,secondary,yes,no,no
32,management,married,tertiary,no,no,no
41,blue-collar,married,secondary,yes,no,no
49,unemployed,married,secondary,yes,no,no
36,blue-collar,divorced,secondary,yes,no,no
58,retired,married,primary,yes,no,no
58,technician,married,unknown,yes,no,no
33,services,married,secondary,yes,yes,no
